Date,Close,Volume,log_price,diff_log_price,cum_diff_log_price,predicted_log_price,real_log_price,tomorrow_price,predicted_price_today
2022-09-29,122.199997,53276300,4.805659022187577,-0.04135870776025463,1.0014439916704125,0.0,0.0,123.199997,128.360001
2022-09-30,121.389999,56563800,4.799008494671801,-0.006650527515775551,0.994793464154637,0.0,0.0,122.389999,123.199997
2022-10-03,125.120003,54747800,4.829273300773982,0.030264806102181296,1.0250582702568183,0.0,0.0,126.120003,122.389999
2022-10-04,131.669998,58418200,4.880298777178763,0.05102547640478061,1.076083746661599,-0.1755790412425995,0.07398528605699539,132.50896908123588,126.120003
2022-10-05,132.089996,50713100,4.883483478153389,0.003184700974625976,1.0792684476362249,-0.16883167624473572,0.0771699920296669,132.93464706626037,132.50896908123588
2022-10-06,131.300003,64415700,4.877484804157189,-0.005998673996200132,1.0732697736400247,-0.17047792673110962,0.07117131352424622,132.1432647029655,132.93464706626037
2022-10-07,120.760002,67247800,4.793805121400413,-0.08367968275677562,0.9895900908832491,-0.16004544496536255,-0.01250836718827486,121.61210706420117,132.1432647029655
2022-10-10,116.699997,69869900,4.759606513585569,-0.03419860781484374,0.9553914830684054,-0.15143591165542603,-0.046706974506378174,117.55946996270728,121.61210706420117
2022-10-11,115.860001,66748200,4.752382574299585,-0.0072239392859847484,0.9481675437824206,-0.15118634700775146,-0.053930915892124176,116.7196884835417,117.55946996270728
2022-10-12,115.0,49259000,4.74493212836325,-0.007450445936334482,0.9407170978460861,-0.16746735572814941,-0.06138135865330696,115.84580422750132,116.7196884835417
2022-10-13,119.599998,85010300,4.784152824794123,0.039220696430873225,0.9799377942769594,-0.1891874372959137,-0.022160664200782776,120.42762936317062,115.84580422750132
2022-10-14,112.269997,71343200,4.720906657749391,-0.06324616704473218,0.9166916272322272,-0.21344469487667084,-0.0854068323969841,113.07779383421874,120.42762936317062
2022-10-17,118.879997,58077400,4.778114555733917,0.05720789798452586,0.973899525216753,-0.22519537806510925,-0.028198933228850365,119.67835722144532,113.07779383421874
2022-10-18,119.669998,65936200,4.784737937872799,0.006623382138881695,0.9805229073556347,-0.2248191088438034,-0.021575551480054855,120.46865867634659,119.67835722144532
2022-10-19,120.510002,52313100,4.791732753635434,0.006994815762634943,0.9875177231182697,-0.2217315286397934,-0.014580735005438328,121.31113241603825,120.46865867634659
2022-10-20,121.940002,65239800,4.8035291368811786,0.011796383245744835,0.9993141063640145,-0.21414387226104736,-0.0027843520510941744,122.74723423834043,121.31113241603825
2022-10-21,124.660004,60949400,4.825590063467981,0.022060926586802587,1.021375032950817,-0.21753966808319092,0.01927657425403595,125.46449969148485,122.74723423834043
2022-10-24,125.989998,51745700,4.836202522848263,0.010612459380281436,1.0319874923310985,-0.19862699508666992,0.02988903410732746,126.80985364649003,125.46449969148485
2022-10-25,132.610001,50548200,4.887412497230417,0.05120997438215458,1.0831974667132531,-0.190969780087471,0.0810990110039711,133.43615855418298,126.80985364649003
2022-10-26,128.960007,53295300,4.859502333038714,-0.027910164191703224,1.05528730252155,-0.17836621403694153,0.05318884551525116,129.79664297954062,133.43615855418298
2022-10-27,131.759995,58311300,4.8809820479216,0.02147971488288647,1.0767670174044364,-0.1668873429298401,0.07466855645179749,132.6062899470762,129.79664297954062
2022-10-28,138.339996,52104000,4.929714394258169,0.04873234633656853,1.125499363741005,-0.15326638519763947,0.12340090423822403,139.19789715920007,132.6062899470762
2022-10-31,134.970001,48634100,4.905052538930245,-0.024661855327924087,1.1008375084130808,-0.13787919282913208,0.09873905032873154,135.8412049330711,139.19789715920007
2022-11-01,135.429993,43281700,4.90845484998006,0.0034023110498155873,1.1042398194628964,-0.122699074447155,0.1021413579583168,136.3145228001341,135.8412049330711
2022-11-02,132.190002,67262800,4.884240296721045,-0.024214553259015226,1.0800252662038812,-0.12176740169525146,0.07792680710554123,133.07535627645856,136.3145228001341
2022-11-03,134.210007,50006500,4.899405789566781,0.015165492845735429,1.0951907590496166,-0.11232982575893402,0.09309229999780655,135.10375642729858,133.07535627645856
2022-11-04,141.559998,61257600,4.952723641348978,0.0533178517821975,1.148508610831814,-0.10429458320140839,0.14641015231609344,142.4609578506879,135.10375642729858
2022-11-07,143.009995,41006100,4.9629145229222535,0.010190881573275412,1.1586994924050895,-0.10659094154834747,0.15660102665424347,143.90888829769574,142.4609578506879
2022-11-08,146.020004,59529200,4.983743626021447,0.02082910309919317,1.1795285955042827,-0.10021314024925232,0.1774301379919052,146.9246485813145,143.90888829769574
2022-11-09,137.759995,45441400,4.925513004384414,-0.05823062163703252,1.1212979738672502,-0.0925178974866867,0.11919951438903809,138.67162789488086,146.9246485813145
2022-11-10,157.5,70081900,5.059425458265688,0.13391245388127349,1.2552104277485236,-0.07998710125684738,0.25311195850372314,158.42312825350407,138.67162789488086
2022-11-11,163.270004,65548700,5.095405296637368,0.03597983837168073,1.2911902661202044,-0.05231902375817299,0.2890917956829071,164.21903005668443,158.42312825350407
2022-11-14,162.949997,52785200,5.093443386873015,-0.001961909764353287,1.289228356355851,-0.0326816625893116,0.2871299088001251,163.91784361233857,164.21903005668443
2022-11-15,166.660004,54587600,5.11595583295502,0.022512446082004978,1.311740802437856,-0.012201860547065735,0.30964234471321106,167.64787628029487,163.91784361233857
2022-11-16,159.100006,64954700,5.069532973055871,-0.04642285989914896,1.265317942538707,0.006173786241561174,0.2632194757461548,160.10619888334008,167.64787628029487
2022-11-17,156.770004,71089400,5.054779788595525,-0.014753184460346347,1.2505647580783608,0.05407150834798813,0.24846629798412323,157.82556408081396,160.10619888334008
2022-11-18,154.089996,49207200,5.037536821334907,-0.017242967260617803,1.233321790817743,0.06067535653710365,0.23122332990169525,155.1525499070082,157.82556408081396
2022-11-21,153.169998,40473900,5.031548402619075,-0.005988418715832111,1.2273333721019108,0.05266943201422691,0.22523491084575653,154.22407914204058,155.1525499070082
2022-11-22,160.380005,47286600,5.077546030554839,0.04599762793576456,1.2733310000376754,0.043857719749212265,0.271232545375824,161.42483868511357,154.22407914204058
2022-11-23,165.190002,42724100,5.10709633867432,0.02955030811948056,1.302881308157156,0.0275019109249115,0.30078285932540894,166.2178855793137,161.42483868511357
2022-11-25,162.699997,16793400,5.091907995786148,-0.01518834288817228,1.2876929652689837,0.028087947517633438,0.28559449315071106,163.72848313324633,166.2178855793137
2022-11-28,158.270004,30374100,5.064302460618459,-0.027605535167689155,1.2600874301012945,0.03150191530585289,0.25798895955085754,159.3020073521958,163.72848313324633
2022-11-29,156.389999,29838400,5.052352881053854,-0.01194957956460474,1.2481378505366898,0.03927813470363617,0.24603939056396484,157.43005872012696,159.3020073521958
2022-11-30,169.229996,56529800,5.131258712783523,0.07890583172966892,1.3270436822663587,0.052634868770837784,0.32494521141052246,170.28404071020714,157.43005872012696
2022-12-01,171.350006,47097700,5.143708283336666,0.012449570553143552,1.3394932528195023,0.062162455171346664,0.3373948037624359,172.4141412049537,170.28404071020714
2022-12-02,168.759995,37138900,5.128477557628264,-0.01523072570840256,1.3242625271110997,0.061949457973241806,0.32216405868530273,169.82390357127366,172.4141412049537
2022-12-05,166.100006,35225500,5.112590052742066,-0.015887504886197945,1.3083750222249018,0.06402482837438583,0.3062765598297119,167.16612486843133,169.82390357127366
2022-12-06,159.869995,35269400,5.0743609537013885,-0.038229099040677283,1.2701459231842245,0.07587946206331253,0.2680474519729614,160.94882752607285,167.16612486843133
2022-12-07,161.199997,37238800,5.082645811462106,0.008284857760717301,1.2784307809449418,0.09505429118871689,0.2763323187828064,162.2997155585332,160.94882752607285
2022-12-08,171.690002,51545600,5.145690536738023,0.0630447252759172,1.341475506220859,0.08822207152843475,0.3393770456314087,172.7822326484276,162.2997155585332
2022-12-09,170.009995,46533800,5.135857229439602,-0.009833307298420912,1.331642198922438,0.08194338530302048,0.32954373955726624,171.09538935881733,172.7822326484276
2022-12-12,175.350006,45732800,5.166784010803466,0.030926781363864286,1.3625689802863024,0.07752224057912827,0.3604705333709717,176.43061226550046,171.09538935881733
2022-12-13,180.720001,65658900,5.19694887769317,0.030164866889703212,1.3927338471760056,0.08044620603322983,0.3906354010105133,181.80377154475744,176.43061226550046
